0	-1.83914
0.0837179	-1.83493
0.167224	-1.82274
0.251134	-1.80284
0.334448	-1.77648
0.418497	-1.74422
0.501672	-1.7079
0.585796	-1.66791
0.668896	-1.62627
0.753037	-1.58298
0.83612	-1.53991
0.920236	-1.4967
1.00334	-1.45485
1.08741	-1.41379
1.17057	-1.37465
1.25458	-1.33679
1.33779	-1.30101
1.42174	-1.26669
1.50502	-1.2344
1.58891	-1.20359
1.67224	-1.17466
1.75608	-1.14717
1.83946	-1.12136
1.92326	-1.09691
2.00669	-1.07396
2.09045	-1.05226
2.17391	-1.03189
2.25765	-1.01261
2.34114	-0.994447
2.42487	-0.977187
2.50836	-0.960811
2.59208	-0.945109
2.67559	-0.930051
2.75929	-0.915473
2.84281	-0.901453
2.9265	-0.887937
3.01003	-0.874945
3.0937	-0.862482
3.17726	-0.850877
3.26094	-0.840193
3.34448	-0.829692
3.42815	-0.818743
3.51171	-0.808158
3.59536	-0.798659
3.67893	-0.789692
3.76259	-0.780576
3.84615	-0.771594
3.9298	-0.763106
4.01338	-0.755003
4.09703	-0.747063
4.1806	-0.739322
4.26424	-0.731837
4.34783	-0.724599
4.43147	-0.717556
4.51505	-0.71071
4.59869	-0.704054
4.68227	-0.697587
4.76591	-0.691289
4.8495	-0.685161
4.93313	-0.679189
5.01672	-0.673373
5.10035	-0.667701
5.18395	-0.662172
5.26758	-0.656775
5.35117	-0.65151
5.4348	-0.646367
5.51839	-0.641346
5.60202	-0.636438
5.68562	-0.631642
5.76924	-0.626952
5.85284	-0.622365
5.93647	-0.617877
6.02007	-0.613485
6.10369	-0.609184
6.18729	-0.604974
6.27091	-0.600848
6.35452	-0.596807
6.43814	-0.592845
6.52174	-0.588962
6.60536	-0.585154
6.68896	-0.581419
6.77258	-0.577754
6.85619	-0.574158
6.93981	-0.570628
7.02341	-0.567163
7.10703	-0.563759
7.19064	-0.560417
7.27426	-0.557133
7.35786	-0.553907
7.44148	-0.550735
7.52508	-0.547618
7.6087	-0.544552
7.69231	-0.541539
7.77593	-0.538574
7.85953	-0.535658
7.94315	-0.532788
8.02676	-0.529964
8.11037	-0.527185
8.19398	-0.524449
8.2776	-0.521755
8.3612	-0.519102
8.44482	-0.516489
8.52843	-0.513916
8.61205	-0.51138
8.69565	-0.508882
8.77927	-0.50642
8.86288	-0.503994
8.94649	-0.501602
9.0301	-0.499244
9.11372	-0.496918
9.19732	-0.494625
9.28094	-0.492364
9.36455	-0.490133
9.44816	-0.487933
9.53177	-0.485761
9.61539	-0.483619
9.699	-0.481505
9.78261	-0.479418
9.86622	-0.477358
9.94984	-0.475324
10.0334	-0.473317
10.1171	-0.471334
10.2007	-0.469376
10.2843	-0.467443
10.3679	-0.465533
10.4515	-0.463646
10.5351	-0.461783
10.6187	-0.459941
10.7023	-0.458122
10.786	-0.456324
10.8696	-0.454546
10.9532	-0.45279
11.0368	-0.451054
11.1204	-0.449337
11.204	-0.44764
11.2876	-0.445963
11.3712	-0.444304
11.4549	-0.442663
11.5385	-0.44104
11.6221	-0.439435
11.7057	-0.437848
11.7893	-0.436278
11.8729	-0.434724
11.9565	-0.433187
12.0401	-0.431666
12.1237	-0.430161
12.2074	-0.428672
12.291	-0.427198
12.3746	-0.425739
12.4582	-0.424295
12.5418	-0.422866
12.6254	-0.421451
12.709	-0.42005
12.7926	-0.418663
12.8763	-0.41729
12.9599	-0.41593
13.0435	-0.414584
13.1271	-0.41325
13.2107	-0.411929
13.2943	-0.410621
13.3779	-0.409325
13.4615	-0.408042
13.5452	-0.40677
13.6288	-0.40551
13.7124	-0.404262
13.796	-0.403026
13.8796	-0.4018
13.9632	-0.400586
14.0468	-0.399383
14.1304	-0.39819
14.214	-0.397009
14.2977	-0.395837
14.3813	-0.394676
14.4649	-0.393525
14.5485	-0.392384
14.6321	-0.391253
14.7157	-0.390132
